pieutiwbyo	dziwbyo	dziwbyoNguaidziw	zyepheng	zyephengNguaidziw	diangkoXrynbu	ZNgShiwxryn	ZNgShiwxrynPotyo	qrimtyo	ngrietyo	thongqitmra
09D3D-no1	鴽		no	no1	魚			見音義欄。	不明。《名義》：“鴽，汝居反（nio），鴿。鴑，同上。”《玉篇》：“鴽，汝居切，鴽鴿也。……鴑，音奴，鳥名。”按：蓋本作“音如”。	U+9D3D
09D3F-kwp4	鴿		kəp	kwp4	緝	合				U+9D3F
09D41-krau1	鵁		krau	krau1	宵	肴			鳥名。《山海經·北山經》：“〔蔓聯山〕有鳥焉，群居而朋飛，其毛（尾？）如雌雉，名曰‘鵁’。其鳴自呼，食之已風。”注：“鵁，音交；或作‘渴’也。”《爾雅·釋鳥》：“鳽，鵁鶄。”注：“似鳬，脚高，毛冠，江東人家養之以厭火灾。”音義：“鵁，音交，本亦作‘交’。”	U+9D41
09D41-qhrau1	鵁		qhrau	qhrau1	宵	肴			鳥名。《爾雅·釋鳥》：“鴢，頭鵁。”注：“似鳬，脚近尾，略不能行，江東謂之‘魚鵁’，音‘髐箭’〔之髐（qhrau）〕。”音義：“鵁，本或作‘⿰爻鳥’，郭音髐，虚交反，又音交（krau）。”	U+9D41
09D42-qhyu1	鵂		qhyu	qhyu1	幽					U+9D42
09D50-myo1	鵐		myo	myo1	魚			一云“鵄（音thi）”之譌字譌音，所據不明。		U+9D50
09D5D-nga1	鵝		ŋa	nga1	歌	歌				U+9D5D
09D73-ken1	鵳		ken	ken1	元					U+9D73
09D7A-jia3	鵺		jiâ	jia3	鐸					U+9D7A
09D7E-kun1	鵾		kun	kun1	文					U+9D7E
09D84-cheng1	鶄		cheŋ	cheng1	耕	青	庚韵同			U+9D84
09D84-cieng1	鶄		cieŋ	cieng1	耕	庚	青韵同			U+9D84
09D8A-krang1	鶊		kraŋ	krang1	陽	庚				U+9D8A
09D8B-kio1	鶋		kio	kio1	魚	魚				U+9D8B
09D92-thriwk4	鶒		thriək	thriwk4	職	職	⿰涑鳥			U+9D92
09D96-chyu1	鶖		chyu	chyu1	幽	尤				U+9D96
09D98-xo1	鶘		xo	xo1	魚					U+9D98
09DB1-qhian1	鶱		qhian	qhian1	元					U+9DB1
09DBA-ciek4	鶺		ciek	ciek4		陌				U+9DBA
09DC0-ciw1	鷀		ciə	ciw1	之	支			dziəと异義不明。《廣韵》：“鷀，鸕鷀，鳥。”	U+9DC0
09DC0-dziw1	鷀		dziə	dziw1	之	支			ciəと异義不明。《爾雅·釋鳥》：“鷀，鷧。”注：“即鸕鷀也。觜頭曲如鈎，食魚。”音義：“鷀，音慈，《字林》云：‘似鶂而黑。’”《漢書·司馬相如傳上·上林賦》“箴疵鵁盧，群浮乎其上”注引張揖：“盧，白雉也。”又郭璞：“盧，盧鷀也。”又：“盧，郭〔璞〕説是也。白雉不浮水上。……鷀，音慈也。”《文選》郭璞注：“……鷀，音慈也。”《文選》張衡《南都賦》“鷫鷞鵾鸕”注：“《蒼頡篇》曰：‘鸕鷀似鶂而黑。’……鷀，音磁。”《玄應音義》卷第十九《佛本行集經》第五卷音義：“鸕⿰慈鳥……下又作‘鷀’，同，才資反（dzi〜dziə），《字林》：‘鸕⿰慈鳥似鷁而黑。’水鳥也。觜頭曲如鈎，食魚。此鳥胎生，從口内吐出，一産八九。中國或謂之‘水鴉’。”《名義》：“鶿，材資反（dzi〜dziə），似鶂。鷀，同上。”《切韵》：“鷀，鸕鷀，鳥名。”	U+9DC0
09DC4-kei1	鷄		kei	kei1						U+9DC4
09DD3-tia3	鷓		tiâ	tia3	鐸					U+9DD3
09DEE-grieu1	鷮		grieu	grieu1					krieuと异義不明。《切韵》：“鷮，雉。”	U+9DEE
09DEE-krieu1	鷮		krieu	krieu1					grieuと异義不明。《詩·小雅·車舝》：“依彼平林，有集維鷮。”傳：“鷮，雉也。”音義：“鷮，音驕，雉也。”《爾雅·釋鳥》：“鷮雉。”注：“即鷮鷄也，長尾，走且鳴。”音義：“鷮，音驕。”《史記·封禪書》“有雉登鼎耳雊”集解引徐廣：“〔雉〕一作‘鷮’，音嬌。”《後漢書·華佗傳》：“〔泠〕壽光年可百五六十歲……常屈頸鷮息，須髮盡白，而色理如三四十時。”注：“鷮，音居妖反。《毛詩》曰：‘……’毛萇注曰：‘……’《山海經》曰：‘女几之山多白鷮。’郭璞曰：‘似雉長尾，走且鳴也。’”《山海經·中山經》郭璞注：“鷮……音驕。”《文選》張衡《西京賦》：“若夫游鷮高翬，絶坑逾斥。”薛綜注：“雉之健者爲‘鷮’，尾長六尺。《詩》云：‘……’”李善注：“鷮，舉喬切。”《急就篇》卷三注：“野鷄，生在山野，鷮鷄、鶡鷄、天鷄、山鷄之類皆是也。”自注：“鷮，音驕。”《名義》：“鷮，居妖反，雉也。”《切韵》：“鷮，似雉而小。”	U+9DEE
09DF2-dzyu3	鷲		dzyû	dzyu3						U+9DF2
09DF3-xren1	鷳		xren	xren1	元					U+9DF3
09DF4-xren1	鷴		xren	xren1	元					U+9DF4
09DFA-lo3	鷺		lô	lo3	鐸	遇				U+9DFA
09DFD-qrok4	鷽		qrok	qrok4	覺				xrokと异義不明。《爾雅·釋鳥》：“鷽，山鵲。”注：“似鵲而有文彩，長尾，觜、脚赤。”音義：“鷽，郭音握，又音學（xrok），又才五反（？），《字林》乙竺反（qyuk）。”《晋書·阮修傳·大鵬贊》：“鷽鳩仰笑，尺鴳所輕。”音義：“鷽，於角反。”《名義》：“鷽，於學反，似鵲尾長脚赤。”《切韵》：“鷽，山鵲。”	U+9DFD
09DFD-xrok4	鷽		xrok	xrok4	覺				qrokと异義不明。《莊子·逍遥游》：“蜩與學鳩笑之。”音義：“學，如字，一音於角反（qrok），本又作‘鷽’，音同，本或作‘鸒’，音預（jiô），崔云：‘學，讀爲“滑（音xruet）”。滑鳩，一名“滑雕”。’司馬云：‘學鳩，小鳩也。’李云：‘鶻鵰也。’《毛詩草木疏》云：‘鶻鳩，班鳩也。’簡文云：‘《月令》云“鳴鳩拂其羽”，是也。’”蔣本《唐韵》胡角反：“鷽，山鵲，赤喙，長毛，知来而不知往。”《辭源》唯載此音。	U+9DFD
09DFE-qiw3	鷾		qiə̂	qiw3	職					U+9DFE
09E07-tien1	鸇		tien	tien1	元	先				U+9E07
09E15-lo1	鸕		lo	lo1	魚	虞				U+9E15
09E18-sriang1	鸘		sriaŋ	sriang1	陽					U+9E18
09E1C-gyo1	鸜		gyo	gyo1	侯	虞				U+9E1C
09E75-lo2	鹵		ló	lo2	魚	麌				U+9E75
09E7A-dza1	鹺		dza	dza1	歌					U+9E7A
09E7C-chiem1	鹼		chiem	chiem1	談				krémと异義不明。《切韵》：“鹼，水和鹽。”	U+9E7C
09E7C-krem2	鹼		krém	krem2	談				chiemと异義不明。《名義》：“鹼，公咸反（krem〜krém），鹵。鹻，同上。”《新撰字鏡》：“鹼，公咸反，鹵也。”《王韵》：“鹻……鹹。……鹼，鹵。”《切韵》古斬反（《切三》原作“苦斬反”）：“鹻，鹹。”	U+9E7C
09E7D-jiem1	鹽		jiem	jiem1	談	鹽				U+9E7D
09E7D-jiem3	鹽		jiêm	jiem3	談					U+9E7D
09E7F-luk4	鹿		luk	luk4	屋	屋				U+9E7F
09E80-qyu1	麀		qyu	qyu1	幽					U+9E80
09E88-tyo2	麈		tyó	tyo2	侯					U+9E88
09E8B-mryi1	麋		mryi	mryi1	脂					U+9E8B
09E8C-ngo1	麌		ŋo	ngo1	魚				按：ŋyóと异義不明。《廣韵》：“麌，牡麇。”形容詞｛麌麌｝爲音ŋoŋo，見一例。《爾雅·釋獸》：“麇：牡，麌。”注：“《詩》曰：‘麀鹿麌麌。’鄭康成解即謂此也。但重言耳。”音義：“麌，一作‘⿸鹿虞（噳？⿸鹿與？）’，魚矩反（ŋyó），《字林》音吴。”此外皆音ŋyóŋyó。《詩·小雅·吉日》：“獸之所同，麀鹿麌麌。”傳：“麌麌，衆多也。”箋：“麇牡曰‘麌’。麌復麌，言多也。”音義：“麌麌，愚甫反（ŋyó），《説文》作‘噳’，云：‘麋鹿群口〔相〕聚也。’鄭云：‘麇牡曰‘麌’。麌復麌，言多也。’”《大雅·韓奕》：“魴鱮甫甫，麀鹿噳噳。”傳：“噳噳然，衆也。”音義：“噳噳，愚甫反，本亦作‘麌’，同。”《文選》張衡《西京賦》：“麀鹿麌麌，駢田偪仄。”薛綜注：“麌麌，形貌。”李善注：“麌，魚矩切。”《廣雅·釋訓》：“……噳噳，衆也。”音：“噳噳，虞羽〔反〕（ŋyó）。”《名義》：“噳，魚府反（ŋyó），相聚也。”《新撰字鏡》（引用《玉篇》部分）：“噳，牛府反（ŋyó），‘麌’字，麀鹿〔噳噳〕，波奈久良边（ハナクラベ₁）。”《宋本玉篇》：“噳，牛府切，《詩》曰：‘麀鹿噳噳。’亦作‘麌’。”《辭源》音“虞矩切（ŋyó）”第二義項：“見‘麌麌’。”	U+9E8C
09E8C-ngyo2	麌		ŋyó	ngyo2	魚	麌				U+9E8C
09E92-giw1	麒		giə	giw1	之	支				U+9E92
09E93-luk4	麓		luk	luk4	屋	屋				U+9E93
09E96-krieng1	麖		krieŋ	krieng1	陽					U+9E96
09E9D-zhia3	麝		zhiâ	zhia3	鐸	禡			zhiekと异義不明。《晋書·石崇傳》：“崇盡出其婢妾數十人以示之，皆藴蘭麝，被羅縠。”音義：“麝，神夜反。”《玄應音義》卷第十《攝大乘論》第二卷音義：“麝，神夜、是亦二反（–、diek〜zhiek），形如小麋，臍有香也。”卷第二十二《瑜伽師地論》第三卷音義：“麝，神夜反，又音石（diek〜zhiek），形如小麋，齊有香也。”《王三》：“獸名，有香。”《王一》無“有香”。	U+9E9D
09E9D-zhiek4	麝		zhiek	zhiek4	鐸				zhiâと异義不明。《爾雅·釋獸》：“麝父，麇足。”注：“脚似麇，有香。”音義：“麝，食亦反，《字林》音射（zhiâ），云：‘如小鹿，有香李。’本作‘澤’，云：‘澤父，獸名。’”《玄應音義》卷第三《大方廣十輪經》第三卷音義：“麝，是亦反（diek〜zhiek），又音神夜反（zhiâ），《説文（原作‘爾雅’）》：似麋，臍有香也。”《名義》：“麝，神亦反，似麞有香。”《切韵》：“麝，麝香。”	U+9E9D
09EA5-mrek4	麥		mrek	mrek4	職	陌				U+9EA5
09EA9-phyo1	麩		phyo	phyo1						U+9EA9
09EAA-men3	麪		mên	men3	元					U+9EAA
09EB5-men3	麵		mên	men3	元	霰				U+9EB5
09EC4-xuang1	黄		xuaŋ	xuang1	陽	陽				U+9EC4
09ECC-xruang1	黌		xruaŋ	xruang1	陽					U+9ECC
09ECD-shio2	黍		shió	shio2	魚	語				U+9ECD
09ED1-qhwk4	黑		qhək	qhwk4	職	職				U+9ED1
09ED4-griem1	黔		griem	griem1	侵	侵	鹽韵同		grimの變種。《辭源》唯載此音。①形容詞【くろい】。《莊子·天運》：“夫鵠不日浴而白，烏不日黔而黑。”音義：“黔，巨淹反，徐其金反（grim），司馬云：‘黑也。’”《禮·祭義》：“明命鬼神，以爲黔首則。”注：“黔首，謂民也。”音義：“黔，其廉反，徐又其嚴反（giam），黑也。黑首謂民也，秦謂民爲‘黔首’，則法也。”《漢書·藝文志》：“至秦患之，乃燔滅文章，以愚黔首。”注：“秦謂人爲黔首，言其頭黑也。……黔，音其炎反，又音琴（grim）。”《易·説卦》：“艮，爲山、……、爲黔喙之屬。”音義：“黔，其廉反，徐音禽（grim），王肅其嚴反，鄭作‘黚’，謂虎豹之屬，貪冒之類。”《文選》班固《答賓戲》：“孔席不㬉，墨突不黔。”注：“《小〔爾〕雅》曰：‘黔，黑也。’巨炎切。”《玄應音義》卷第十大《大莊嚴經論》第二卷音義：“黔毗，〔上〕渠炎反。依字，黔，黑首也。”《名義》：“黔，渠廉反，黑色，民名。”《廣韵》：“黔，黑黄色，《説文》曰：‘黎也，秦謂民爲“黔首”，謂黑色也，周謂之“黎民”。’”②縣名｛黔陬（–cu）｝の詞音。治所在今山東膠州市。《左傳·僖公二十九年·經》注：“介，東夷國也，在城陽黔陬縣。”音義：“黔，巨廉反，又音琴。”《左傳·襄公二十四年》注：“介根，莒邑，今城陽黔陬縣東北計基城是也。”音義：“黔，其廉反，又其今反（grim），如淳音耿弇反（kriém）。”《晋書·地理志下·青州·城陽郡》“黔陬”音義：“黔陬，上其廉反，又音琴。”③地名｛黔中（–cu）｝の詞音。今貴州省等。無音注例。④姓、人名用字音。《左傳·桓公十六年》：“左公子泄、右公子職立公子黔牟。”注：“黔牟，群公子。”音義：“黔，其廉反，又音琴。”《左傳·哀公五年》：“公子嘉、公子駒、公子黔奔衛；公子鉏、公子陽生來奔。”注：“皆景公子在萊者。”音義：“黔，巨廉反，又音琴。”《禮·檀弓下》：“齊大饑，黔敖為食於路，以待餓者而食之。”音義：“黔，其廉反，徐渠嚴反（giam）。”《漢書·藝文志·諸子略·道家》：“《黔婁子》，四篇。”本注：“齊隱士，守道不詘，威王下之。”注：“黔，音其炎反。”	U+9ED4
09ED4-grim1	黔		grim	grim1	侵	鹽	侵韵同		griemの變種。①形容詞【くろい】。《左傳·襄公十七年》：“澤門之皙，實興我役；邑中之黔，實慰我心。”注：“子罕黑色而居邑中。”音義：“黔，徐音琴，一音其廉反（griem），黑也。”《廣雅·釋器》：“黔，黑也。”音：“黔，〔音〕琴、巨廉〔反〕（–、griem）。”《切韵》：“黔，黑而黄，一曰：黔首，衆也（原作‘黑而一曰黄黔首衆也’）。”②縣名｛黔陬（–cu）｝の詞音。治所在今山東膠州市。③地名｛黔中（–cu）｝の詞音。今貴州省等。《晋書·地理志上》：“始皇……分天下爲三十六郡：三川、……、黔中、長沙，凡三十五郡，與内史爲三十六郡也。”音義：“黔，音琴。”《晋書·地理志下·荆州》：“及秦，……又取巫中地爲黔中郡，……滅楚之後，分黔中爲長沙郡。”音義：“黔，音琴。”《晋書·李特載記》：“秦并天下，以爲黔中郡，薄賦斂之，口歲出錢四十。”音義：“黔，音琴。”④姓、人名用字音。《晋書·皇甫謐傳》：“黔婁定謚於布衾。”音義：“黔，音琴。”《廣韵》：“黔……亦姓，齊有黔熬。”	U+9ED4
09ED8-mwk4	默		mək	mwk4	職	職				U+9ED8
09EDC-thryt4	黜		thryt	thryt4	物	質				U+9EDC
09EE0-xret4	黠		xret	xret4	質	黠				U+9EE0
09EE5-grieng1	黥		grieŋ	grieng1	陽					U+9EE5
09EEF-qrem1	黯		qrem	qrem1	侵				qrémと异義不明。《王二》乙咸反：“黯，深黑。”	U+9EEF
09EEF-qrem2	黯		qrém	qrem2	侵	豏			qremと异義不明。《廣雅·釋器》：“……黯……黑也。”音：“黯，烏减〔反〕。”《玄應音義》卷第二十二《瑜伽師地論》第一卷音義：“黑黯，〔下〕於减反，《字林》：‘黯，深黑也。’言形色黯黑也。”卷第二十五《阿毗達磨順正理論》第五十九卷音義：“黧黯……下於斬反，《通俗文》：‘班黑謂之“黧黯”。’”《名義》：“黯，於斬反，黑色。”《廣韵》：“黯，黯然，傷别貌，《説文》云：‘深黑也。’”多爲人名。《左傳·哀公二十年》“史黯”音義：“黯，於减反。”《急就篇》卷一注“史黯”自注：“黯，於减反。”《文選》潘岳《閑居賦》“《汲黯傳》”注：“黯，於减切。”《晋書·宗室傳·論》“汲黯”音義：“汲黯，〔下〕烏檻反。”	U+9EEF
09EF7-duk4	黷		duk	duk4	屋	屋				U+9EF7
09F04-tryo1	鼄		tryo	tryo1	侯					U+9F04
09F07-ngau1	鼇		ŋau	ngau1	宵	豪				U+9F07
09F0E-teng2	鼎		téŋ	teng2	耕	迥				U+9F0E
09F13-ko2	鼓		kó	ko2	魚	麌				U+9F13
09F15-dong1	鼕		doŋ	dong1	冬					U+9F15
09F17-dau1	鼗		dau	dau1	宵					U+9F17
09F1B-kau1	鼛		kau	kau1	幽					U+9F1B
09F20-shio2	鼠		shió	shio2	魚	語				U+9F20
09F2A-srieng1	鼪		srieŋ	srieng1	耕				sriêŋと异義不明。《莊子·徐无鬼》：“藜藋柱乎鼪鼬之逕。”音義：“鼪，音生，又音姓（siêŋ〜sriêŋ）。” 《廣韵》：“鼪，鼪鼬，鼠也。”《辭源》唯載此音。	U+9F2A
09F2A-srieng3	鼪		sriêŋ	srieng3	耕				srieŋと异義不明。《爾雅·釋獸·鼠屬》“鼬鼠”注：“今鼬似貂，赤黄色，大尾，啖鼠，江東呼爲‘鼪’，音牲（srieŋ）。”音義：“鼪，音性（siêŋ〜–），《莊子》云：‘騏驥驊騮，捕鼠不如狸鼪。’郭音生（srieŋ）。”今本《莊子·秋水》作“狸狌”，音義：“狌，音姓，向同，又音生，崔本作‘鼬’，由又反（jyû）。”疏：“狸狌，野猫也。”《名義》：“鼪，所敬反，鼬。”《王韵》：“鼪，鼬鼠。”	U+9F2A
09F2B-diek4	鼫		diek	diek4	鐸					U+9F2B
09F2C-jyu3	鼬		jyû	jyu3	幽					U+9F2C
09F2F-ngo1	鼯		ŋo	ngo1	魚	虞				U+9F2F
09F3B-bi3	鼻		bî	bi3	質	寘				U+9F3B
09F3E-qhan1	鼾		qhan	qhan1	元				按：xânの方言音。《玄應音義》卷第十七《出曜論》第十一卷音義：“鼾聲，〔上〕下旦反（xân），《説文》：‘卧息聲也。’《字苑》呼干反，江南行此音。”《廣韵》：“鼾，卧氣激聲。”	U+9F3E
09F3E-xan3	鼾		xân	xan3	元				按：qhanの方言音。《玄應音義》卷第十一《中阿含經》第五十七卷音義：“鼾眠，〔上〕胡旦反，《説文》：‘卧息聲也。’經文作‘哻’、‘⿰口汗’二形，非也。”《名義》：“鼾，下旦反，卧息聲也。”《王韵》：“鼾，鼾睡。”	U+9F3E
09F41-qhu1	齁		qhu	qhu1	侯					U+9F41
09F4F-cei1	齏		cei	cei1	脂	齊				U+9F4F
09F52-thiw2	齒		thiə́	thiw2	之	紙				U+9F52
09F54-chrin2	齔		chrín	chrin2	真				chrînと异義不明。《周禮·秋官·朝士》注：“人民之小者，未齔七歲以下。”音義：“齔，初謹反，又敕謹反（thrín），劉測吝反（chrîn），沈創允反（chrýn），毁齒也。”《晋書·愍懷太子遹傳》：“既表髫齔，高明逸秀。”音義：“齔，初謹反。”《李矩傳》：“李矩……童齔時，與群兒聚戲，便爲其率，計畫指授，有成人之量。”音義：“齔，初謹反。”《玄應音義》卷第四《大方便報恩經》第七卷音義：“齔，初忍反，古文音差貴反（chrýi？慧琳作‘差靳反’，音chrîn），毁齒曰‘齔’，《説文》：‘男八月生齒，八歲而爲之齔；女七月生齒，七歲而毀齒。字從齒從𠤎聲（今本無“聲”字）。’《釋名》云：‘齔，洗也。毀洗故齒更生新也。’”《名義》：“齔，叉謹反，毁也，男八女七毁齒。”《切韵》：“齔，毁齒。”	U+9F54
