pieutiwbyo	dziwbyo	dziwbyoNguaidziw	zyepheng	zyephengNguaidziw	ChXZiosryoSishieng	ChXZiosryoXrynmyuk	ChXZiosryoSieuxryn	ChXDzankryenlyi	ChXDzankryen	ChXPyanchet	ChXPyanchetPotyo	XXPyanchet	XXPyanchetPotyo	KXPyanchet	KXPyanchetPotyo	DzXPyanchet	DzXPyanchetPotyo	QhZQhShienglyi	QhZQhXrynlyi	QhZQhDeuyi	thongqitmra
08A16-kiwt4	訖		kiət	kiwt4	4	8	2	2	"[""切三"", ""P3694v""]"	居乞反		居乞反		居乞切				見	迄	入	U+8A16
08A18-kiw3	記		kiə̂	kiw3	3	7	21	0	"[""藤田2018""]"	居吏反		居吏反		居吏切				見	志	去	U+8A18
08A1B-ngua1	訛		ŋua	ngua1	1	33	7	2	"[""切三""]"	五和反		五和反		五禾切				疑	戈	平	U+8A1B
08A22-ngrin1	訢		ŋrin	ngrin1	1	17	26	2	"[""切三""]"	null		null		null		魚巾切		疑	諄	平	U+8A22
08A22-qhiw1	訢		qhiə	qhiw1	1	7	15	2	"[""切三""]"	null		null		null		虚其切		曉	之	平	U+8A22
08A22-qhiwn1	訢		qhiən	qhiwn1	1	20	4	2	"[""切三""]"	null		null		許斤切				曉	欣	平	U+8A22
08A23-kuet4	訣		kuet	kuet4	4	14	7	2	"[""切三""]"	古穴反		古穴反		古穴切				見	屑	入	U+8A23
08A25-nut4	訥		nut	nut4	4	10	13	2	"[""切三"", ""P3694v""]"	諾骨反		諾忽反		内骨切				泥	没	入	U+8A25
08A27-xyu1	訧		xyu	xyu1	1	43	1	2	"[""切三""]"	雨求反		羽求反		羽求切				云	尤	平	U+8A27
08A29-qhyong1	訩		qhyoŋ	qhyong1	1	3	8	2	"[""P3696(2)""]"	許容反		許容反		許容切				曉	鍾	平	U+8A29
08A2A-phyang3	訪		phyâŋ	phyang3	3	40	21	0	"[""藤田2018""]"	敷亮反		敷亮反		敷亮切				敷	漾	去	U+8A2A
08A2A-pyang1	訪		pyaŋ	pyang1	1	37	14	2	"[""切三""]"	null		null		null		null		null	null	null	U+8A2A
08A2D-shiet4	設		shiet	shiet4	4	15	31	2	"[""切三""]"	識列反		識列反		識列切				書	薛	入	U+8A2D
08A31-qhio2	許		qhió	qhio2	2	8	13	2	"[""切三""]"	虚吕反		虚吕反		虚吕切				嘵	語	上	U+8A31
08A31-qho2	許		qhó	qho2	2	10	12	2	"[""切三""]"	null		null		null		火五切		嘵	姥	上	U+8A31
08A35-thri1	訵		thri	thri1	1	6	8	2	"[""切三"", ""P3696(2)""]"	null		null		丑飢切				徹	脂	平	U+8A35
08A35-thri3	訵		thrî	thri3	3	6	25	0	"[""藤田2018""]"	null		丑利反		丑利切				null	null	null	U+8A35
08A36-qha1	訶		qha	qha1	1	33	22	2	"[""切三""]"	虎何反		虎何反		虎何切				曉	歌	平	U+8A36
08A39-syt4	訹		syt	syt4	4	5	26	2	"[""切三""]"	辛聿反		辛聿反		辛聿切				null	null	null	U+8A39
08A3C-tieng3	証		tiêŋ	tieng3	3	44	2	0	"[""藤田2018""]"	之盛反		之盛反		之盛切				章	勁	去	U+8A3C
08A41-ko2	詁		kó	ko2	2	10	6	2	"[""切三""]"	姑户反		姑户反		公户切				見	姥	上	U+8A41
08A4E-gio2	詎		gió	gio2	2	8	14	2	"[""切三""]"	null		null		其吕切				群	語	上	U+8A4E
08A4E-gio3	詎		giô	gio3	3	9	13	0	"[""藤田2018""]"	渠據反		渠據反		其據切				null	null	null	U+8A4E
08A58-khyut4	詘		khyut	khyut4	4	6	5	2	"[""切三"", ""P3694v""]"	區物反		區物反		區勿切				溪	物	入	U+8A58
08A58-thryt4	詘		thryt	thryt4	4	5	38	2	"[""切三""]"	null		null		null		敕律切		null	null	null	U+8A58
08A60-xryeng3	詠		xryêŋ	xryeng3	3	42	13	0	"[""藤田2018""]"	爲柄反		爲柄反		爲命切				云	映	去	U+8A60
08A63-ngei3	詣		ŋêi	ngei3	3	13	8	0	"[""藤田2018""]"	五計反		五計反		五計切				疑	霽	去	U+8A63
08A69-shiw1	詩		shiə	shiw1	1	7	8	2	"[""P3696(2)""]"	書之反	《P3696(2)》、《藤田2018》書之反，《切三》誤作“所之反”。	書之反		書之切				書	之	平	U+8A69
08A6C-khu3	詬		khû	khu3	3	47	2	2	"[""P3694r""]"	null		苦候反	《王一》苦候反，《王三》苦候反脱字。	苦候切				溪	候	去	U+8A6C
08A6C-ku2	詬		kú	ku2	2	42	6	3	"[""P3693v""]"	古厚反		古厚反		古厚切				null	null	null	U+8A6C
08A6C-qhu3	詬		qhû	qhu3	3	47	15	2	"[""P3694r""]"	呼候反		呼候反		呼漏切				null	null	null	U+8A6C
08A6C-xu3	詬		xû	xu3	3	47	1	2	"[""P3694r""]"	胡遘反		胡遘反		胡遘切				null	null	null	U+8A6C
08A6E-chyen1	詮		chyen	chyen1	1	28	32	2	"[""切三""]"	此緣反		此緣反		此緣切				清	仙	平	U+8A6E
08A70-khit4	詰		khit	khit4	4	5	12	2	"[""切三""]"	去吉反		去吉反		去吉切				溪	質	入	U+8A70
08A72-kwi1	該		kəi	kwi1	1	16	5	1	"[""P3695""]"	古哀反		古哀反		古哀切				見	咍	平	U+8A72
08A75-srin1	詵		srin	srin1	1	18	2	2	"[""切三""]"	□□□	《藤田2018》疏臻反。	疏臻反		所臻切				生	臻	平	U+8A75
08A7C-khui1	詼		khui	khui1	1	15	2	2	"[""切三""]"	苦回反		苦回反		苦回切				溪	灰	平	U+8A7C
08A85-tryo1	誅		tryo	tryo1	1	10	9	2	"[""切三""]"	〼〼〼	《切三》誤作“陟輸伐反”，《藤田2018》陟輸反。	陟輸反		陟輸切				知	虞	平	U+8A85
08A86-gyang3	誆		gyâŋ	gyang3	3	40	null	0	"[""藤田2018""]"	null		null		渠放切				null	null	null	U+8A86
08A87-khrua1	誇		khrua	khrua1	1	34	11	2	"[""切三""]"	苦瓜反		苦瓜反		苦瓜切				溪	麻	平	U+8A87
08A8C-tiw3	誌		tiə̂	tiw3	3	7	1	0	"[""藤田2018""]"	之吏反		之吏反		職吏切				章	志	去	U+8A8C
08A91-kyang3	誑		kyâŋ	kyang3	3	40	24	0	"[""藤田2018""]"	九妄反		九忘反		居况切				見	漾	去	U+8A91
08A9A-dzieu3	誚		dziêu	dzieu3	3	33	9	2	"[""S6176v""]"	才笑反		才笑反		才笑切				從	笑	去	U+8A9A
08A9E-ngio2	語		ŋió	ngio2	2	8	1	2	"[""切三""]"	魚舉反		魚舉反		魚巨切				疑	語	上	U+8A9E
08A9E-ngio3	語		ŋiô	ngio3	3	9	1	0	"[""藤田2018""]"	魚據反		魚據反		牛倨切				疑	御	去	U+8A9E
08AA0-dieng1	誠		dieŋ	dieng1	1	41	9	0	"[""藤田2018""]"	市征反		市征反		是征切				禪	清	平	U+8AA0
08AA1-krei3	誡		krêi	krei3	3	15	4	3	"[""P3696(1)v""]"	古拜反		古拜反		古拜切				見	怪	去	U+8AA1
08AA3-myo1	誣		myo	myo1	1	10	3	2	"[""切三""]"	武夫反		武夫反		武夫切				微	虞	平	U+8AA3
08AA4-ngo3	誤		ŋô	ngo3	3	11	7	0	"[""藤田2018""]"	吾故反		吾故反		五故切				疑	暮	去	U+8AA4
08AA6-zyong3	誦		zyôŋ	zyong3	3	3	2	3	"[""P3696(1)r""]"	似用反		似用反		似用切				邪	用	去	U+8AA6
08AA8-qhui3	誨		qhûi	qhui3	3	18	5	0	"[""藤田2018""]"	荒佩反		荒佩反		荒内切				曉	隊	去	U+8AA8
08ABC-ngrie3	誼		ŋriê	ngrie3	3	18	2	3	"[""P3696(1)r""]"	宜寄反		宜寄反		宜寄切				疑	寘	去	U+8ABC
08ABE-ngrin1	誾		ŋrin	ngrin1	1	17	26	2	"[""切三""]"	語巾反		語巾反		語巾切				疑	真	平	U+8ABE
08ABF-deu1	調		deu	deu1	1	29	4	2	"[""切三""]"	徒聊反		徒聊反		徒聊切				定	蕭	平	U+8ABF
08ABF-deu3	調		dêu	deu3	3	32	6	0	"[""藤田2018""]"	null		null		徒吊切				定	嘯	去	U+8ABF
08ABF-tryu1	調		tryu	tryu1	1	43	28	0	"[""藤田2018""]"	null		null		張流切				知	尤	平	U+8ABF
08ACB-chieng2	請		chiéŋ	chieng2	2	39	13	2	"[""切三""]"	七静反		七静反		七静切				清	静	上	U+8ACB
08ACB-dzieng1	請		dzieŋ	dzieng1	1	41	2	2	"[""切三""]"	疾盈反		疾盈反		疾盈切				null	null	null	U+8ACB
08ACB-dzieng3	請		dziêŋ	dzieng3	3	44	13	0	"[""藤田2018""]"	null		null		疾政切				從	勁	去	U+8ACB
08ACC-tung2	諌		túŋ	tung2	2	1	1	2	"[""切三""]"	null		null		null		null		端	董	上	U+8ACC
08ACD-creng1	諍		creŋ	creng1	1	40	18	2	"[""切三""]"	null		null		null		甾莖切		莊	耕	平	U+8ACD
08ACD-creng3	諍		crêŋ	creng3	3	43	1	0	"[""藤田2018""]"	側迸反		側迸反		側迸切				莊	諍	去	U+8ACD
08AD2-liang3	諒		liâŋ	liang3	3	40	2	0	"[""藤田2018""]"	力讓反		力讓反		力讓切				來	漾	去	U+8AD2
08AD7-shim2	諗		shím	shim2	2	44	10	2	"[""切三""]"	式稔反		式稔反		式荏切	原作“式任切”。			書	寢	上	U+8AD7
08ADB-jyo1	諛		jyo	jyo1	1	10	12	2	"[""切三""]"	羊朱反		羊朱反		羊朱切				以	虞	平	U+8ADB
08ADC-dep4	諜		dep	dep4	4	25	5	2	"[""切三"", ""P3799""]"	徒協反		徒協反		徒協切				定	帖	入	U+8ADC
08AE7-xrei1	諧		xrei	xrei1	1	14	2	2	"[""切三""]"	户皆反		户皆反		户皆切				匣	皆	平	U+8AE7
08AEE-ci1	諮		ci	ci1	1	6	5	1	"[""大谷8107""]"	□□□		即夷反		即夷切				精	脂	平	U+8AEE
08AF3-qwm1	諳		qəm	qwm1	1	35	4	2	"[""切三""]"	烏含反		烏含反		烏含切				影	覃	平	U+8AF3
08AF8-dio1	諸		dio	dio1	1	9	23	2	"[""切三""]"	null		null		null		null		null	null	null	U+8AF8
08AF8-tia1	諸		tia	tia1	1	34	5	2	"[""切三""]"	null		null		正奢切				null	null	null	U+8AF8
08AF8-tio1	諸		tio	tio1	1	9	17	2	"[""切三""]"	章魚反		章魚反		章魚切				章	魚	平	U+8AF8
08AFA-ngrien3	諺		ŋriên	ngrien3	3	31	4	0	"[""藤田2018""]"	魚變反		魚變反		魚變切				疑	線	去	U+8AFA
08B02-xyui3	謂		xyûi	xyui3	3	8	3	0	"[""藤田2018""]"	云貴反		云貴反		于貴切				云	未	去	U+8B02
08B04-dwng1	謄		dəŋ	dwng1	1	50	13	2	"[""切三""]"	徒登反		徒登反		徒登切				定	登	平	U+8B04
08B07-krien2	謇		krién	krien2	2	26	11	2	"[""切三""]"	居輦反		居輦反		九輦切				見	獮	上	U+8B07
08B0C-ka1	謌		ka	ka1	1	33	1	2	"[""切三""]"	null	《藤田2018》古俄反。	古俄反		古俄切				見	歌	平	U+8B0C
08B0E-mei3	謎		mêi	mei3	3	13	13	0	"[""藤田2018""]"	莫計反		莫計反		莫計切				明	霽	去	U+8B0E
08B17-pang3	謗		pâŋ	pang3	3	41	11	0	"[""藤田2018""]"	補曠反		補曠反		補曠切				幫	宕	去	U+8B17
08B1D-zia3	謝		ziâ	zia3	3	37	10	2	"[""S6176v""]"	似夜反		似夜反		辭夜切				邪	禡	去	U+8B1D
08B26-kheng2	謦		khéŋ	kheng2	2	40	9	2	"[""切三""]"	去挺反		去挺反		去挺切				溪	迥	上	U+8B26
08B37-ngau1	謷		ŋau	ngau1	1	32	13	2	"[""切三""]"	五勞反		五勞反		五勞切				疑	豪	平	U+8B37
08B37-ngau3	謷		ŋâu	ngau3	3	35	5	2	"[""S6176v""]"	null		null		五到切				疑	號	去	U+8B37
08B37-ngrau1	謷		ŋrau	ngrau1	1	31	11	2	"[""切三""]"	五交反		五交反		五交切				null	null	null	U+8B37
08B41-ngrua1	譁		ŋrua	ngrua1	1	34	null	2	"[""切三""]"	null		null		null		吾瓜切		null	null	null	U+8B41
08B41-qhrua1	譁		qhrua	qhrua1	1	34	10	2	"[""切三""]"	呼瓜反		呼瓜反		呼瓜切				曉	麻	平	U+8B41
08B41-xrua1	譁		xrua	xrua1	1	34	9	2	"[""切三""]"	null		null		null		胡瓜切		null	null	null	U+8B41
08B46-qhiw1	譆		qhiə	qhiw1	1	7	15	2	"[""切三""]"	許其反		許其反		許其切				曉	之	平	U+8B46
08B48-dui3	譈		dûi	dui3	3	18	1	3	"[""P3696(1)v""]"	null		null		徒對切				null	null	null	U+8B48
08B4C-ngua1	譌		ŋua	ngua1	1	33	7	2	"[""切三""]"	null		五和反		五禾切				疑	戈	平	U+8B4C
08B4E-kuet4	譎		kuet	kuet4	4	14	7	2	"[""切三""]"	古穴反		古穴反		古穴切				見	屑	入	U+8B4E
08B4F-kiwi1	譏		kiəi	kiwi1	1	8	9	2	"[""切三""]"	居希反		居希反		居依切				見	微	平	U+8B4F
08B5C-po2	譜		pó	po2	2	10	18	2	"[""切三""]"	博户反		博古反		博古切				幫	姥	上	U+8B5C
08B66-krieng2	警		kriéŋ	krieng2	2	37	3	2	"[""切三""]"	几影反		几影反		居影切				見	梗	上	U+8B66
08B70-ngrie3	議		ŋriê	ngrie3	3	18	2	3	"[""P3696(1)r""]"	宜寄反		宜寄反		宜寄切				疑	寘	去	U+8B70
08B75-dryi3	譵		drŷi	dryi3	3	6	46	0	"[""藤田2018""]"	null		直類反		直類切				null	null	null	U+8B75
08B80-du3	讀		dû	du3	3	47	5	2	"[""P3694r""]"	null		null		null		大透切		定	候	去	U+8B80
08B80-duk4	讀		duk	duk4	4	1	2	2	"[""切三""]"	〼〼〼	《切三》徒谷□脱字，《藤田2018》徒谷反。	徒谷反		徒谷切				定	屋	入	U+8B80
08B86-xryei3	讆		xryêi	xryei3	3	14	3	0	"[""藤田2018""]"	null		null		于歲切				null	null	null	U+8B86
08B8E-dyu1	讎		dyu	dyu1	1	43	13	2	"[""切三""]"	市流反		市流反		市流切				禪	尤	平	U+8B8E
08B9F-duk4	讟		duk	duk4	4	1	2	2	"[""切三""]"	徒谷反		徒谷反		徒谷切				定	屋	入	U+8B9F
08C3C-xung1	谼		xuŋ	xung1	1	1	25	3	"[""切二""]"	胡籠反		胡籠反		户公切				null	null	null	U+8C3C
08C3D-qhwm1	谽		qhəm	qhwm1	1	35	12	2	"[""切三""]"	null		null		火含切				曉	覃	平	U+8C3D
08C47-krong1	豇		kroŋ	krong1	1	4	1	2	"[""P3696(2)""]"	null		null		古雙切				見	江	平	U+8C47
08C48-khiwi2	豈		khiə́i	khiwi2	2	7	2	2	"[""切三""]"	氣狶反		氣狶反		袪狶切				溪	尾	上	U+8C48
08C48-khwi2	豈		khə́i	khwi2	2	15	2	2	"[""切三""]"	null		null		null		可亥切		溪	海	上	U+8C48
08C4A-lei2	豊		léi	lei2	2	11	2	2	"[""切三""]"	null		盧啓反		盧啓切				null	null	null	U+8C4A
08C4A-phyung1	豊		phyuŋ	phyung1	1	1	18	3	"[""切二""]"	null		敷隆反		null				敷	東	平	U+8C4A
08C55-shie2	豕		shié	shie2	2	4	31	2	"[""切三""]"	式氏反		式是反		施是切				書	紙	上	U+8C55
08C62-xruan3	豢		xruân	xruan3	3	28	7	0	"[""藤田2018""]"	胡慣反		胡慣反		胡慣切				匣	諫	去	U+8C62
08C6A-xau1	豪		xau	xau1	1	32	1	2	"[""切三""]"	胡刀反		胡刀反		胡刀切				匣	豪	平	U+8C6A
08C6B-jio3	豫		jiô	jio3	3	9	19	0	"[""藤田2018""]"	余據反		余據反		羊洳切				以	御	去	U+8C6B
08C6B-zia3	豫		ziâ	zia3	3	37	10	2	"[""S6176v""]"	null		null		null		詞夜切		null	null	null	U+8C6B
08C82-teu1	貂		teu	teu1	1	29	3	2	"[""切三""]"	都聊反		都聊反		都聊切				端	蕭	平	U+8C82
08C85-qhyu1	貅		qhyu	qhyu1	1	43	24	2	"[""切三""]"	許尤反		許尤反		許尤切				曉	尤	平	U+8C85
08C89-mra3	貉		mrâ	mra3	3	37	1	0	"[""藤田2018""]"	null		null		null		莫駕切		null	null	null	U+8C89
08C89-mrak4	貉		mrak	mrak4	4	19	1	2	"[""切三""]"	莫白反		莫白反		莫白切				明	陌	入	U+8C89
08C89-xak4	貉		xak	xak4	4	28	16	3	"[""Дх1372+3703""]"	下各反		下各反		下各切				匣	鐸	入	U+8C89
08C8A-mrak4	貊		mrak	mrak4	4	19	1	2	"[""切三""]"	莫白反		莫白反		莫白切				明	陌	入	U+8C8A
08C8D-liw1	貍		liə	liw1	1	7	3	2	"[""切三""]"	理之反		理之反		里之切				來	之	平	U+8C8D
08C8D-mrei1	貍		mrei	mrei1	1	14	10	0	"[""藤田2018""]"	null		null		null		謨皆切		明	皆	平	U+8C8D
08C8D-qyut4	貍		qyut	qyut4	4	6	3	2	"[""切三"", ""P3694v""]"	null		null		null		紆勿切		null	null	null	U+8C8D
08C9D-pai3	貝		pâi	pai3	3	12	9	0	"[""藤田2018""]"	博蓋反		博蓋反		博蓋切				幫	泰	去	U+8C9D
08C9E-trieng1	貞		trieŋ	trieng1	1	41	7	0	"[""藤田2018""]"	陟盈反		陟盈反		陟盈切				知	清	平	U+8C9E
08CA0-byu2	負		byú	byu2	2	41	11	3	"[""P3693v""]"	房久反		房久反		房久切				奉	有	上	U+8CA0
08CA2-kung3	貢		kûŋ	kung3	3	1	3	2	"[""TIV70+71""]"	古送反		古送反		古送切				見	送	去	U+8CA2
08CA8-qhua3	貨		qhuâ	qhua3	3	36	9	0	"[""藤田2018""]"	呼卧反		呼卧反		呼卧切				曉	過	去	U+8CA8
08CAA-thwm1	貪		thəm	thwm1	1	35	7	2	"[""切三""]"	他含反		他含反		他含切				透	覃	平	U+8CAA
08CAB-kruan3	貫		kruân	kruan3	3	28	8	0	"[""藤田2018""]"	null		null		null		古患切		null	null	null	U+8CAB
08CAB-kuan1	貫		kuan	kuan1	1	24	13	2	"[""切三""]"	古丸反		古丸反		古丸切				null	null	null	U+8CAB
08CAB-kuan3	貫		kuân	kuan3	3	27	17	0	"[""藤田2018""]"	古段反		古段反		古玩切				見	换	去	U+8CAB
08CAB-qruan1	貫		qruan	qruan1	1	25	3	2	"[""切三""]"	null		null		null		烏關切		影	删	平	U+8CAB
08CB0-shiei3	貰		shiêi	shiei3	3	14	27	3	"[""P3696(1)v""]"	舒制反		舒制反		舒制切				書	祭	去	U+8CB0
08CB0-zhia3	貰		zhiâ	zhia3	3	37	20	0	"[""藤田2018""]"	null	舒制反：“又神夜反。”	null	舒制反：“又神夜反。”	神夜切				null	null	null	U+8CB0
08CB3-ni3	貳		nî	ni3	3	6	30	0	"[""藤田2018""]"	而至反		而至反		而至切				日	至	去	U+8CB3
08CB4-kyui3	貴		kyûi	kyui3	3	8	2	0	"[""藤田2018""]"	居謂反		居謂反		居胃切				見	未	去	U+8CB4
08CBA-qhyang3	貺		qhyâŋ	qhyang3	3	40	23	0	"[""藤田2018""]"	許放反		許放反		許訪切				嘵	漾	去	U+8CBA
08CC2-lo3	賂		lô	lo3	3	11	3	0	"[""藤田2018""]"	洛故反		洛故反		洛故切				來	暮	去	U+8CC2
08CC4-qhui2	賄		qhúi	qhui2	2	14	1	2	"[""切三""]"	呼猥反		呼猥反		呼罪切				曉	賄	上	U+8CC4
08CC5-kwi1	賅		kəi	kwi1	1	16	5	1	"[""P3695""]"	null		古哀反		古哀切				null	null	null	U+8CC5
08CC7-cei1	資		cei	cei1	1	12	17	2	"[""切三""]"	null		null		null		null		null	null	null	U+8CC7
08CC7-ci1	資		ci	ci1	1	6	5	2	"[""切三"", ""P3696(2)""]"	即脂反		即夷反		即夷切				精	脂	平	U+8CC7
08CD2-shia1	賒		shia	shia1	1	34	3	2	"[""切三""]"	式車反		式車反		式車切				書	麻	平	U+8CD2
08CD5-gyu1	賕		gyu	gyu1	1	43	29	2	"[""切三""]"	巨鳩反		巨鳩反		巨鳩切				群	尤	平	U+8CD5
08CD9-tyu1	賙		tyu	tyu1	1	43	12	2	"[""切三""]"	職鳩反		職鳩反		職流切				章	尤	平	U+8CD9
08CDA-lwi3	賚		lə̂i	lwi3	3	19	13	1	"[""大谷5395r""]"	洛■反	《藤田2018》洛代反。	洛代反		洛代切				來	代	去	U+8CDA
08CE1-krang1	賡		kraŋ	krang1	1	40	1	2	"[""切三""]"	null		null		古行切				見	庚	平	U+8CE1
08CE2-xen1	賢		xen	xen1	1	27	7	2	"[""切三""]"	胡千反		胡千反		胡田切				匣	先	平	U+8CE2
08CEB-cei1	賫		cei	cei1	1	12	17	2	"[""切三""]"	null		即黎反		祖稽切				null	null	null	U+8CEB
08CED-to2	賭		tó	to2	2	10	5	2	"[""切三""]"	當古反		當古反		當古切				端	姥	上	U+8CED
08CF4-lai3	賴		lâi	lai3	3	12	26	0	"[""藤田2018""]"	落蓋反		落蓋反		落蓋切				來	泰	去	U+8CF4
08CF8-jiwng3	賸		jiə̂ŋ	jiwng3	3	52	2	2	"[""P3694r""]"	以證反		以證反		以證切				以	證	去	U+8CF8
08CF8-zhiwng3	賸		zhiə̂ŋ	zhiwng3	3	52	3	2	"[""P3694r""]"	null		null		實證切				船	證	去	U+8CF8
08D07-pryn1	贇		pryn	pryn1	1	17	45	0	"[""藤田2018""]"	null		null		null		null		null	null	null	U+8D07
08D07-qryn1	贇		qryn	qryn1	1	17	43	2	"[""切三""]"	於倫反		於倫反		於倫切				影	真	平	U+8D07
08D0F-jieng1	贏		jieŋ	jieng1	1	41	4	2	"[""切三""]"	以成反		以成反		以成切				以	清	平	U+8D0F
08D14-bryi3	贔		brŷi	bryi3	3	6	11	0	"[""藤田2018""]"	平秘反		平秘反		平秘切				並	至	去	U+8D14
08D16-zhyok4	贖		zhyok	zhyok4	4	3	15	2	"[""切三""]"	神燭反		神觸反	《王一》神觸反，《王三》神玉反。	神蜀切				船	燭	入	U+8D16
08D1C-cang1	贜		caŋ	cang1	1	38	18	2	"[""切三""]"	則郎反		則郎反		則郎切				精	唐	平	U+8D1C
08D64-thiek4	赤		thiek	thiek4	4	17	6	2	"[""切三""]"	昌石反		昌石反		昌石切				昌	昔	入	U+8D64
08D66-shia3	赦		shiâ	shia3	3	37	19	2	"[""S6176v""]"	始夜反		始夜反		始夜切				書	禡	去	U+8D66
08D69-qhiwk4	赩		qhiək	qhiwk4	4	29	10	0	"[""藤田2018""]"	許力反		許力反		許極切				曉	職	入	U+8D69
08D6B-qhek4	赫		qhek	qhek4	4	16	20	2	"[""切三""]"	null		null		null		null		null	null	null	U+8D6B
08D6B-qhrak4	赫		qhrak	qhrak4	4	19	21	2	"[""切三""]"	呼格反		呼格反		呼格切				曉	陌	入	U+8D6B
08D6C-thrieng1	赬		thrieŋ	thrieng1	1	41	8	0	"[""藤田2018""]"	敕貞反		敕貞反		丑貞切				徹	清	平	U+8D6C
08D6D-tia2	赭		tiá	tia2	2	32	2	2	"[""切三""]"	之野反		之野反		章也切				章	馬	上	U+8D6D
08D6F-dang1	赯		daŋ	dang1	1	38	1	2	"[""切三""]"	null		null		徒郎切				null	null	null	U+8D6F
08D73-kiu2	赳		kíu	kiu2	2	43	3	2	"[""切三""]"	居黝反		居黝反		居黝切				見	黝	上	U+8D73
08D76-gian1	赶		gian	gian1	1	21	null	2	"[""切三""]"	null		渠言反		巨言切				null	null	null	U+8D76
08D76-gyat4	赶		gyat	gyat4	4	9	7	2	"[""切三"", ""P3694v""]"	null		null		其月切				null	null	null	U+8D76
08D76-kan2	赶		kán	kan2	2	22	20	1	"[""切一""]"	null		null		null		null		null	null	null	U+8D76
08D77-khiw2	起		khiə́	khiw2	2	6	14	2	"[""切三""]"	墟里反		墟里反		墟里切				溪	止	上	U+8D77
08D8A-xuat4	越		xuat	xuat4	4	11	7	2	"[""切三"", ""P3694v""]"	null		null		户括切				匣	末	入	U+8D8A
08D8A-xyat4	越		xyat	xyat4	4	9	3	2	"[""P3694v""]"	王伐反	《P3694v》、《藤田2018》王伐反，《切三》户伐反。	王伐反		王伐切				云	月	入	U+8D8A
08D91-chi1	趑		chi	chi1	1	6	9	1	"[""大谷8107""]"	□□□	《大谷8107》脂韵□□□，《切三》、《P3696(2)》取私反。	取私反		取私切				清	脂	平	U+8D91
08D95-kan2	趕		kán	kan2	2	22	20	1	"[""切一""]"	null		null		null		null		見	旱	上	U+8D95
08D97-chuk4	趗		chuk	chuk4	4	1	13	0	"[""藤田2018""]"	null		null		千木切				null	null	null	U+8D97
08D97-chyok4	趗		chyok	chyok4	4	3	18	2	"[""切三""]"	null		七玉反		七玉切				null	null	null	U+8D97
08D99-deu2	趙		déu	deu2	2	27	10	2	"[""切三""]"	null		null		null		徒了切		定	篠	上	U+8D99
08D99-drieu2	趙		driéu	drieu2	2	28	2	2	"[""切三""]"	治小反		治小反		治小切				澄	小	上	U+8D99
08DAF-jiak4	趯		jiak	jiak4	4	27	1	2	"[""切三"", ""P3799""]"	null		null		null		弋灼切		null	null	null	U+8DAF
08DAF-thek4	趯		thek	thek4	4	16	9	2	"[""切三""]"	他歷反		他歷反		他歷切				透	錫	入	U+8DAF
08DB3-cyo3	足		cyô	cyo3	3	10	null	0	"[""藤田2018""]"	即具反		〼〼〼	《王一》子句反、即具反；《王三》子句反，又脱反脱字。	子句切				精	遇	去	U+8DB3
08DB3-cyok4	足		cyok	cyok4	4	3	16	2	"[""切三""]"	即玉反		即玉反		即玉切				精	燭	入	U+8DB3
08DBC-ken2	趼		kén	ken2	2	25	6	2	"[""切三""]"	null		古典反		古典切				null	null	null	U+8DBC
08DBC-ngen1	趼		ŋen	ngen1	1	27	14	2	"[""切三""]"	null		null		五堅切				null	null	null	U+8DBC
08DBC-ngen3	趼		ŋên	ngen3	3	30	13	0	"[""藤田2018""]"	null		五見反		吾甸切				null	null	null	U+8DBC
08DBE-tiw2	趾		tiə́	tiw2	2	6	1	2	"[""切三""]"	諸市反		諸市反		諸市切				章	止	上	U+8DBE
08DC7-diei3	跇		diêi	diei3	3	14	20	3	"[""P3696(1)v""]"	null		null		null		時制切		null	null	null	U+8DC7
08DC7-jiei3	跇		jiêi	jiei3	3	14	21	3	"[""P3696(1)v""]"	null		null		餘制切				null	null	null	U+8DC7
08DC7-thriei3	跇		thriêi	thriei3	3	14	32	3	"[""P3696(1)v""]"	丑世反		丑勢反	《王一》丑勢反，《王三》丑勢反未收。	丑例切				null	null	null	U+8DC7
08DCC-det4	跌		det	det4	4	14	10	2	"[""切三""]"	徒結反	《切三》誤作“徒昃反”，《藤田2018》徒結反。	徒結反		徒結切				定	屑	入	U+8DCC
08DCF-kra1	跏		kra	kra1	1	34	13	2	"[""切三""]"	null		null		古牙切				見	麻	平	U+8DCF
08DD1-brau1	跑		brau	brau1	1	31	15	2	"[""切三""]"	null		null		薄交切				並	肴	平	U+8DD1
08DD1-brok4	跑		brok	brok4	4	4	9	2	"[""切三""]"	蒲角反		蒲角反		蒲角切				null	null	null	U+8DD1
08DD4-kyo1	跔		kyo	kyo1	1	10	26	2	"[""切三""]"	舉隅反		舉隅反		舉朱切				null	null	null	U+8DD4
08DD6-tiek4	跖		tiek	tiek4	4	17	8	2	"[""切三""]"	之石反		之石反		之石切				章	昔	入	U+8DD6
08DDD-gio2	距		gió	gio2	2	8	14	2	"[""切三""]"	其吕反		其吕反		其吕切				群	語	上	U+8DDD
08DE0-ji1	跠		ji	ji1	1	6	2	2	"[""切三""]"	null		null		以脂切				null	null	null	U+8DE0
