pieutiwbyo	zyokdziw	tiengdziw	thongqitmraZyokdziw	thongqitmraTiengdziw
091D0091D0	釐	釐	U+91D0	U+91D0
091D1091D1	金	金	U+91D1	U+91D1
091D8091D8	釘	釘	U+91D8	U+91D8
091DC091DC	釜	釜	U+91DC	U+91DC
091DD091DD	針	針	U+91DD	U+91DD
091E1091DC	釡	釜	U+91E1	U+91DC
091E6091E6	釦	釦	U+91E6	U+91E6
091E7091E7	釧	釧	U+91E7	U+91E7
091EA091EA	釪	釪	U+91EA	U+91EA
091EC091EC	釬	釬	U+91EC	U+91EC
091ED091ED	釭	釭	U+91ED	U+91ED
0920109201	鈁	鈁	U+9201	U+9201
0920309203	鈃	鈃	U+9203	U+9203
0920409204	鈄	鈄	U+9204	U+9204
0920509205	鈅	鈅	U+9205	U+9205
0920909209	鈉	鈉	U+9209	U+9209
0920E0920E	鈎	鈎	U+920E	U+920E
0921009210	鈐	鈐	U+9210	U+9210
0921409214	鈔	鈔	U+9214	U+9214
0921509215	鈕	鈕	U+9215	U+9215
0923709237	鈷	鈷	U+9237	U+9237
0923F0923F	鈿	鈿	U+923F	U+923F
0924409244	鉄	鉄	U+9244	U+9244
0924509245	鉅	鉅	U+9245	U+9245
0924909249	鉉	鉉	U+9249	U+9249
0924B0924B	鉋	鉋	U+924B	U+924B
0925B0925B	鉛	鉛	U+925B	U+925B
0925E0925E	鉞	鉞	U+925E	U+925E
0926209262	鉢	鉢	U+9262	U+9262
092640920E	鉤	鈎	U+9264	U+920E
0926509265	鉥	鉥	U+9265	U+9265
0926609266	鉦	鉦	U+9266	U+9266
0926E0926E	鉮	鉮	U+926E	U+926E
092710945B	鉱	鑛	U+9271	U+945B
0927409452	鉴	鑒	U+9274	U+9452
0927609276	鉶	鉶	U+9276	U+9276
0927809278	鉸	鉸	U+9278	U+9278
0927B0927B	鉻	鉻	U+927B	U+927B
0927F0927F	鉿	鉿	U+927F	U+927F
0928009280	銀	銀	U+9280	U+9280
0928309283	銃	銃	U+9283	U+9283
0928509285	銅	銅	U+9285	U+9285
0928D0928D	銍	銍	U+928D	U+928D
0928E0928E	銎	銎	U+928E	U+928E
0929109291	銑	銑	U+9291	U+9291
0929209203	銒	鈃	U+9292	U+9203
0929309293	銓	銓	U+9293	U+9293
0929609296	銖	銖	U+9296	U+9296
0929709297	銗	銗	U+9297	U+9297
0929809298	銘	銘	U+9298	U+9298
0929B0929B	銛	銛	U+929B	U+929B
0929C0929C	銜	銜	U+929C	U+929C
092B6092B6	銶	銶	U+92B6	U+92B6
092B7092B7	銷	銷	U+92B7	U+92B7
092BD0929B	銽	銛	U+92BD	U+929B
092C1092C1	鋁	鋁	U+92C1	U+92C1
092C3092C3	鋃	鋃	U+92C3	U+92C3
092D9092D9	鋙	鋙	U+92D9	U+92D9
092E5092E5	鋥	鋥	U+92E5	U+92E5
092E9092E9	鋩	鋩	U+92E9	U+92E9
092F0092F0	鋰	鋰	U+92F0	U+92F0
092F8092F8	鋸	鋸	U+92F8	U+92F8
092FC092FC	鋼	鋼	U+92FC	U+92FC
0930609306	錆	錆	U+9306	U+9306
0931509315	錕	錕	U+9315	U+9315
093180939A	錘	鎚	U+9318	U+939A
0931A0931A	錚	錚	U+931A	U+931A
0932009320	錠	錠	U+9320	U+9320
0932109321	錡	錡	U+9321	U+9321
0932609326	錦	錦	U+9326	U+9326
0932E0932E	錮	錮	U+932E	U+932E
0932F0932F	錯	錯	U+932F	U+932F
0934D0934D	鍍	鍍	U+934D	U+934D
0937009370	鍰	鍰	U+9370	U+9370
0937109371	鍱	鍱	U+9371	U+9371
0938A0938A	鎊	鎊	U+938A	U+938A
0939409394	鎔	鎔	U+9394	U+9394
0939609396	鎖	鎖	U+9396	U+9396
0939809398	鎘	鎘	U+9398	U+9398
0939A0939A	鎚	鎚	U+939A	U+939A
0939B0939B	鎛	鎛	U+939B	U+939B
093A1093A1	鎡	鎡	U+93A1	U+93A1
093B0093B0	鎰	鎰	U+93B0	U+93B0
093C8093C8	鏈	鏈	U+93C8	U+93C8
093CA093CA	鏊	鏊	U+93CA	U+93CA
093D6093D6	鏖	鏖	U+93D6	U+93D6
093D7093D7	鏗	鏗	U+93D7	U+93D7
093D8093D8	鏘	鏘	U+93D8	U+93D8
093DE093DE	鏞	鏞	U+93DE	U+93DE
093E1093E1	鏡	鏡	U+93E1	U+93E1
093F5093F5	鏵	鏵	U+93F5	U+93F5
093F9093F9	鏹	鏹	U+93F9	U+93F9
0940409404	鐄	鐄	U+9404	U+9404
0940D0940D	鐍	鐍	U+940D	U+940D
0940F0940F	鐏	鐏	U+940F	U+940F
0941309413	鐓	鐓	U+9413	U+9413
0943609436	鐶	鐶	U+9436	U+9436
0945109452	鑑	鑒	U+9451	U+9452
0945209452	鑒	鑒	U+9452	U+9452
0945B0945B	鑛	鑛	U+945B	U+945B
0945E0945E	鑞	鑞	U+945E	U+945E
0946A0946A	鑪	鑪	U+946A	U+946A
0947009470	鑰	鑰	U+9470	U+9470
0947509475	鑵	鑵	U+9475	U+9475
09488091DD	针	針	U+9488	U+91DD
09489091D8	钉	釘	U+9489	U+91D8
0948F091E7	钏	釧	U+948F	U+91E7
0949809203	钘	鈃	U+9498	U+9203
0949C09245	钜	鉅	U+949C	U+9245
0949E09214	钞	鈔	U+949E	U+9214
094A009209	钠	鈉	U+94A0	U+9209
094A2092FC	钢	鋼	U+94A2	U+92FC
094A409210	钤	鈐	U+94A4	U+9210
094A509470	钥	鑰	U+94A5	U+9470
094A606B3D	钦	欽	U+94A6	U+6B3D
094A90920E	钩	鈎	U+94A9	U+920E
094AB09201	钫	鈁	U+94AB	U+9201
094AD09204	钭	鈄	U+94AD	U+9204
094AE09215	钮	鈕	U+94AE	U+9215
094B209266	钲	鉦	U+94B2	U+9266
094B409237	钴	鈷	U+94B4	U+9237
094B509262	钵	鉢	U+94B5	U+9262
094BA0925E	钺	鉞	U+94BA	U+925E
094BF0923F	钿	鈿	U+94BF	U+923F
094C50925B	铅	鉛	U+94C5	U+925B
094C909249	铉	鉉	U+94C9	U+9249
094CF09276	铏	鉶	U+94CF	U+9276
094DA0928D	铚	銍	U+94DA	U+928D
094DC09285	铜	銅	U+94DC	U+9285
094DD092C1	铝	鋁	U+94DD	U+92C1
094E209296	铢	銖	U+94E2	U+9296
094E309291	铣	銑	U+94E3	U+9291
094E7093F5	铧	鏵	U+94E7	U+93F5
094E809293	铨	銓	U+94E8	U+9293
094EA0927F	铪	鉿	U+94EA	U+927F
094EC0927B	铬	鉻	U+94EC	U+927B
094ED09298	铭	銘	U+94ED	U+9298
094EE0931A	铮	錚	U+94EE	U+931A
094F009278	铰	鉸	U+94F0	U+9278
094F309283	铳	銃	U+94F3	U+9283
094F609280	银	銀	U+94F6	U+9280
094FB092D9	铻	鋙	U+94FB	U+92D9
094FE093C8	链	鏈	U+94FE	U+93C8
094FF093D7	铿	鏗	U+94FF	U+93D7
09500092B7	销	銷	U+9500	U+92B7
0950109396	锁	鎖	U+9501	U+9396
09502092F0	锂	鋰	U+9502	U+92F0
09503092E5	锃	鋥	U+9503	U+92E5
09512092C3	锒	鋃	U+9512	U+92C3
0951609306	锖	錆	U+9516	U+9306
095190932F	错	錯	U+9519	U+932F
0951C09321	锜	錡	U+951C	U+9321
0951F09315	锟	錕	U+951F	U+9315
095220932E	锢	錮	U+9522	U+932E
095240939A	锤	鎚	U+9524	U+939A
0952609326	锦	錦	U+9526	U+9326
0952D09320	锭	錠	U+952D	U+9320
0952F092F8	锯	鋸	U+952F	U+92F8
09535093D8	锵	鏘	U+9535	U+93D8
0953E09370	锾	鍰	U+953E	U+9370
095400934D	镀	鍍	U+9540	U+934D
09543093A1	镃	鎡	U+9543	U+93A1
095480939B	镈	鎛	U+9548	U+939B
0954909398	镉	鎘	U+9549	U+9398
095510938A	镑	鎊	U+9551	U+938A
09552093B0	镒	鎰	U+9552	U+93B0
0955509394	镕	鎔	U+9555	U+9394
0955B093DE	镛	鏞	U+955B	U+93DE
0955C093E1	镜	鏡	U+955C	U+93E1
0956609413	镦	鐓	U+9566	U+9413
0956A093F9	镪	鏹	U+956A	U+93F9
0956E09436	镮	鐶	U+956E	U+9436
095740945E	镴	鑞	U+9574	U+945E
0957709577	長	長	U+9577	U+9577
0957F09577	长	長	U+957F	U+9577
0958009580	門	門	U+9580	U+9580
0958609586	閆	閆	U+9586	U+9586
0958809588	閈	閈	U+9588	U+9588
0958909589	閉	閉	U+9589	U+9589
0958B0958B	開	開	U+958B	U+958B
0958F0958F	閏	閏	U+958F	U+958F
0959109591	閑	閑	U+9591	U+9591
0959109592	閑	閒	U+9591	U+9592
0959209592	閒	閒	U+9592	U+9592
0959209593	閒	間	U+9592	U+9593
0959309592	間	閒	U+9593	U+9592
0959309593	間	間	U+9593	U+9593
0959409594	閔	閔	U+9594	U+9594
095A00958F	閠	閏	U+95A0	U+958F
095A2095DC	関	關	U+95A2	U+95DC
095A3095A3	閣	閣	U+95A3	U+95A3
095A4095A4	閤	閤	U+95A4	U+95A4
095A709B28	閧	鬨	U+95A7	U+9B28
095A8095A8	閨	閨	U+95A8	U+95A8
095A9095A9	閩	閩	U+95A9	U+95A9
095AB095AB	閫	閫	U+95AB	U+95AB
095AC095AC	閬	閬	U+95AC	U+95AC
095AD095AD	閭	閭	U+95AD	U+95AD
095B1095B2	閱	閲	U+95B1	U+95B2
095B2095B2	閲	閲	U+95B2	U+95B2
095B5095B5	閵	閵	U+95B5	U+95B5
095C7095C7	闇	闇	U+95C7	U+95C7
095C9095C9	闉	闉	U+95C9	U+95C9
095CC095CC	闌	闌	U+95CC	U+95CC
095CD095CD	闍	闍	U+95CD	U+95CD
095D5095D5	闕	闕	U+95D5	U+95D5
095D809B2D	闘	鬭	U+95D8	U+9B2D
095DA095DA	闚	闚	U+95DA	U+95DA
095DC095DC	關	關	U+95DC	U+95DC
095E0095E0	闠	闠	U+95E0	U+95E0
095E4095E4	闤	闤	U+95E4	U+95E4
095E809580	门	門	U+95E8	U+9580
095EB09586	闫	閆	U+95EB	U+9586
095ED09589	闭	閉	U+95ED	U+9589
095EE0554F	问	問	U+95EE	U+554F
095F00958F	闰	閏	U+95F0	U+958F
095F209591	闲	閑	U+95F2	U+9591
095F209592	闲	閒	U+95F2	U+9592
095F409593	间	間	U+95F4	U+9593
095F509594	闵	閔	U+95F5	U+9594
095F7060B6	闷	悶	U+95F7	U+60B6
095FA095A8	闺	閨	U+95FA	U+95A8
095FB0805E	闻	聞	U+95FB	U+805E
095FD095A9	闽	閩	U+95FD	U+95A9
095FE095AD	闾	閭	U+95FE	U+95AD
09601095A3	阁	閣	U+9601	U+95A3
09601095A4	阁	閤	U+9601	U+95A4
09603095AB	阃	閫	U+9603	U+95AB
0960409B2E	阄	鬮	U+9604	U+9B2E
09605095B2	阅	閲	U+9605	U+95B2
09606095AC	阆	閬	U+9606	U+95AC
09607095CD	阇	闍	U+9607	U+95CD
09611095CC	阑	闌	U+9611	U+95CC
09619095D5	阙	闕	U+9619	U+95D5
0961C0961C	阜	阜	U+961C	U+961C
0961E0961E	阞	阞	U+961E	U+961E
0961F0968A	队	隊	U+961F	U+968A
0962109621	阡	阡	U+9621	U+9621
0962709627	阧	阧	U+9627	U+9627
0962909629	阩	阩	U+9629	U+9629
0962F0962F	阯	阯	U+962F	U+962F
0963107A7D	阱	穽	U+9631	U+7A7D
0963109631	阱	阱	U+9631	U+9631
0963209632	防	防	U+9632	U+9632
096330967D	阳	陽	U+9633	U+967D
0963409670	阴	陰	U+9634	U+9670
0963605826	阶	堦	U+9636	U+5826
096360968E	阶	階	U+9636	U+968E
0964609678	陆	陸	U+9646	U+9678
0964B0964B	陋	陋	U+964B	U+964B
0964C0964C	陌	陌	U+964C	U+964C
0964D0964D	降	降	U+964D	U+964D
0965409654	陔	陔	U+9654	U+9654
0965705CED	陗	峭	U+9657	U+5CED
0965E0965E	陞	陞	U+965E	U+965E
0965F0965F	陟	陟	U+965F	U+965F
0966109661	陡	陡	U+9661	U+9661
0966409664	除	除	U+9664	U+9664
0966509677	陥	陷	U+9665	U+9677
0966809695	陨	隕	U+9668	U+9695
09669096AA	险	險	U+9669	U+96AA
0967009670	陰	陰	U+9670	U+9670
0967509675	陵	陵	U+9675	U+9675
0967609676	陶	陶	U+9676	U+9676
0967709677	陷	陷	U+9677	U+9677
0967809678	陸	陸	U+9678	U+9678
0967A096AA	険	險	U+967A	U+96AA
0967B0967B	陻	陻	U+967B	U+967B
0967D0967D	陽	陽	U+967D	U+967D
0968209670	隂	陰	U+9682	U+9670
0968509685	隅	隅	U+9685	U+9685
0968A0968A	隊	隊	U+968A	U+968A
0968D0968D	隍	隍	U+968D	U+968D
0968E05826	階	堦	U+968E	U+5826
0968E0968E	階	階	U+968E	U+968E
0969509695	隕	隕	U+9695	U+9695
0969909699	隙	隙	U+9699	U+9699
096A4096A4	隤	隤	U+96A4	U+96A4
096A7096A7	隧	隧	U+96A7	U+96A7
096AA096AA	險	險	U+96AA	U+96AA
096B209A2D	隲	騭	U+96B2	U+9A2D
096B6096B8	隶	隸	U+96B6	U+96B8
096B7096B8	隷	隸	U+96B7	U+96B8
096B8096B8	隸	隸	U+96B8	U+96B8
096BB096BB	隻	隻	U+96BB	U+96BB
096BE096E3	难	難	U+96BE	U+96E3
096C0096C0	雀	雀	U+96C0	U+96C0
096C6096C6	集	集	U+96C6	U+96C6
096C7096C7	雇	雇	U+96C7	U+96C7
096C8096C8	雈	雈	U+96C8	U+96C8
096CA096CA	雊	雊	U+96CA	U+96CA
096CD096CD	雍	雍	U+96CD	U+96CD
096D2096D2	雒	雒	U+96D2	U+96D2
096D4096D4	雔	雔	U+96D4	U+96D4
096D505F6B	雕	彫	U+96D5	U+5F6B
096D507431	雕	琱	U+96D5	U+7431
096D5096D5	雕	雕	U+96D5	U+96D5
096D9096D9	雙	雙	U+96D9	U+96D9
096DD096CD	雝	雍	U+96DD	U+96CD
096DE096DE	雞	雞	U+96DE	U+96DE
096DE09DC4	雞	鷄	U+96DE	U+9DC4
096E008B8E	雠	讎	U+96E0	U+8B8E
096E3096E3	難	難	U+96E3	U+96E3
096E8096E8	雨	雨	U+96E8	U+96E8
096E9096E9	雩	雩	U+96E9	U+96E9
096EA096EA	雪	雪	U+96EA	U+96EA
096EB096EB	雫	雫	U+96EB	U+96EB
096EF096EF	雯	雯	U+96EF	U+96EF
096F1096F1	雱	雱	U+96F1	U+96F1
096F2096F2	雲	雲	U+96F2	U+96F2
096F309742	雳	靂	U+96F3	U+9742
096F9096F9	雹	雹	U+96F9	U+96F9
096FB096FB	電	電	U+96FB	U+96FB
0970009700	需	需	U+9700	U+9700
0970209702	霂	霂	U+9702	U+9702
0970409704	霄	霄	U+9704	U+9704
0971609716	霖	霖	U+9716	U+9716
0971C0971C	霜	霜	U+971C	U+971C
0972309723	霣	霣	U+9723	U+9723
0973009730	霰	霰	U+9730	U+9730
0973209732	露	露	U+9732	U+9732
0973609736	霶	霶	U+9736	U+9736
0973E0973E	霾	霾	U+973E	U+973E
0974209742	靂	靂	U+9742	U+9742
0975109752	靑	青	U+9751	U+9752
0975209752	青	青	U+9752	U+9752
097530975A	靓	靚	U+9753	U+975A
0975609756	靖	靖	U+9756	U+9756
0975909759	静	静	U+9759	U+9759
0975A0975A	靚	靚	U+975A	U+975A
0975C09759	靜	静	U+975C	U+9759
0976209762	面	面	U+9762	U+9762
0976209EAA	面	麪	U+9762	U+9EAA
0976209EB5	面	麵	U+9762	U+9EB5
0976609766	靦	靦	U+9766	U+9766
0976709767	靧	靧	U+9767	U+9767
0976909769	革	革	U+9769	U+9769
0977409774	靴	靴	U+9774	U+9774
09774097BE	靴	鞾	U+9774	U+97BE
0977809778	靸	靸	U+9778	U+9778
0977C0977C	靼	靼	U+977C	U+977C
0977D0977D	靽	靽	U+977D	U+977D
0978009780	鞀	鞀	U+9780	U+9780
0978409784	鞄	鞄	U+9784	U+9784
0978809788	鞈	鞈	U+9788	U+9788
0978909789	鞉	鞉	U+9789	U+9789
0978C0978D	鞌	鞍	U+978C	U+978D
0978D0978D	鞍	鞍	U+978D	U+978D
0978F0978F	鞏	鞏	U+978F	U+978F
0979809798	鞘	鞘	U+9798	U+9798
0979A0979A	鞚	鞚	U+979A	U+979A
0979F0979F	鞟	鞟	U+979F	U+979F
097A6097A6	鞦	鞦	U+97A6	U+97A6
097B3097B3	鞳	鞳	U+97B3	U+97B3
097B90979F	鞹	鞟	U+97B9	U+979F
097BE097BE	鞾	鞾	U+97BE	U+97BE
097BF097BF	鞿	鞿	U+97BF	U+97BF
097C1097C1	韁	韁	U+97C1	U+97C1
097D3097D3	韓	韓	U+97D3	U+97D3
097D4097D4	韔	韔	U+97D4	U+97D4
097D8097D8	韘	韘	U+97D8	U+97D8
097D9097D9	韙	韙	U+97D9	U+97D9
097E0097E0	韠	韠	U+97E0	U+97E0
097E1097E1	韡	韡	U+97E1	U+97E1
097E9097D3	韩	韓	U+97E9	U+97D3
097EA097D9	韪	韙	U+97EA	U+97D9
097F209F4F	韲	齏	U+97F2	U+9F4F
097F3097F3	音	音	U+97F3	U+97F3
097F5097FB	韵	韻	U+97F5	U+97FB
097FB097FB	韻	韻	U+97FB	U+97FB
097FD097FD	韽	韽	U+97FD	U+97FD
097FF097FF	響	響	U+97FF	U+97FF
0980109801	頁	頁	U+9801	U+9801
0980209802	頂	頂	U+9802	U+9802
0980309803	頃	頃	U+9803	U+9803
0980509805	項	項	U+9805	U+9805
0980609806	順	順	U+9806	U+9806
0980709807	頇	頇	U+9807	U+9807
0980809808	須	須	U+9808	U+9808
0980A0980A	頊	頊	U+980A	U+980A
0980C0980C	頌	頌	U+980C	U+980C
0981009810	預	預	U+9810	U+9810
0981309813	頓	頓	U+9813	U+9813
0981609816	頖	頖	U+9816	U+9816
0981C0981C	頜	頜	U+981C	U+981C
0981F0984D	頟	額	U+981F	U+984D
0982109821	頡	頡	U+9821	U+9821
0982E0982E	頮	頮	U+982E	U+982E
0983407A4E	頴	穎	U+9834	U+7A4E
0983509835	頵	頵	U+9835	U+9835
0983709837	頷	頷	U+9837	U+9837
098390983D	頹	頽	U+9839	U+983D
0983C08CF4	頼	賴	U+983C	U+8CF4
0983D0983D	頽	頽	U+983D	U+983D
0984D0984D	額	額	U+984D	U+984D
0984F09854	顏	顔	U+984F	U+9854
0985309853	顓	顓	U+9853	U+9853
0985409854	顔	顔	U+9854	U+9854
098550986F	顕	顯	U+9855	U+986F
0985809858	願	願	U+9858	U+9858
0986709867	顧	顧	U+9867	U+9867
0986B0986B	顫	顫	U+986B	U+986B
0986C0986C	顬	顬	U+986C	U+986C
0986F0986F	顯	顯	U+986F	U+986F
0987109871	顱	顱	U+9871	U+9871
0987509801	页	頁	U+9875	U+9801
0987609802	顶	頂	U+9876	U+9802
0987709803	顷	頃	U+9877	U+9803
0987809807	顸	頇	U+9878	U+9807
0987909805	项	項	U+9879	U+9805
0987A09806	顺	順	U+987A	U+9806
0987B09808	须	須	U+987B	U+9808
0987B09B1A	须	鬚	U+987B	U+9B1A
0987C0980A	顼	頊	U+987C	U+980A
0987E09867	顾	顧	U+987E	U+9867
0987F09813	顿	頓	U+987F	U+9813
098820980C	颂	頌	U+9882	U+980C
0988409810	预	預	U+9884	U+9810
0988509871	颅	顱	U+9885	U+9871
0988909821	颉	頡	U+9889	U+9821
0988C0981C	颌	頜	U+988C	U+981C
0988D06F41	颍	潁	U+988D	U+6F41
0988E071B2	颎	熲	U+988E	U+71B2
098930983D	颓	頽	U+9893	U+983D
0989409837	颔	頷	U+9894	U+9837
0989607A4E	颖	穎	U+9896	U+7A4E
0989B09853	颛	顓	U+989B	U+9853
0989C09854	颜	顔	U+989C	U+9854
0989D0984D	额	額	U+989D	U+984D
098A40986B	颤	顫	U+98A4	U+986B
098A50986C	颥	顬	U+98A5	U+986C
098AE098AE	颮	颮	U+98AE	U+98AE
098AF098AF	颯	颯	U+98AF	U+98AF
098BA098BA	颺	颺	U+98BA	U+98BA
098BD098BD	颽	颽	U+98BD	U+98BD
098CF098BA	飏	颺	U+98CF	U+98BA
098D1098AE	飑	颮	U+98D1	U+98AE
098D2098AF	飒	颯	U+98D2	U+98AF
098DF098DF	食	食	U+98DF	U+98DF
098E3098E3	飣	飣	U+98E3	U+98E3
098E809957	飨	饗	U+98E8	U+9957
098E9098E9	飩	飩	U+98E9	U+98E9
098F2098F2	飲	飲	U+98F2	U+98F2
098FD098FD	飽	飽	U+98FD	U+98FD
0990809908	餈	餈	U+9908	U+9908
0990909909	餉	餉	U+9909	U+9909
0990C0990C	餌	餌	U+990C	U+990C
0991309913	餓	餓	U+9913	U+9913
0991509915	餕	餕	U+9915	U+9915
0991809918	餘	餘	U+9918	U+9918
0991B0991B	餛	餛	U+991B	U+991B
0992809928	館	館	U+9928	U+9928
0992C0992C	餬	餬	U+992C	U+992C
0993309933	餳	餳	U+9933	U+9933
0993909939	餹	餹	U+9939	U+9939
0993A0993A	餺	餺	U+993A	U+993A
0993B0993B	餻	餻	U+993B	U+993B
0993C0993C	餼	餼	U+993C	U+993C
0994609946	饆	饆	U+9946	U+9946
0994909949	饉	饉	U+9949	U+9949
0994A0994A	饊	饊	U+994A	U+994A
0994B0994B	饋	饋	U+994B	U+994B
0995109951	饑	饑	U+9951	U+9951
0995409954	饔	饔	U+9954	U+9954
0995509955	饕	饕	U+9955	U+9955
0995709957	饗	饗	U+9957	U+9957
0995809958	饘	饘	U+9958	U+9958
09964098E3	饤	飣	U+9964	U+98E3
0996509951	饥	饑	U+9965	U+9951
0996709933	饧	餳	U+9967	U+9933
09968098E9	饨	飩	U+9968	U+98E9
099690993C	饩	餼	U+9969	U+993C
0996E098F2	饮	飲	U+996E	U+98F2
09971098FD	饱	飽	U+9971	U+98FD
099750990C	饵	餌	U+9975	U+990C
0997709909	饷	餉	U+9977	U+9909
0997F09913	饿	餓	U+997F	U+9913
099840991B	馄	餛	U+9984	U+991B
0998609928	馆	館	U+9986	U+9928
099880994B	馈	饋	U+9988	U+994B
0999109949	馑	饉	U+9991	U+9949
099930994A	馓	饊	U+9993	U+994A
0999609996	首	首	U+9996	U+9996
0999709997	馗	馗	U+9997	U+9997
0999909999	香	香	U+9999	U+9999
099A8099A8	馨	馨	U+99A8	U+99A8
099AD099AD	馭	馭	U+99AD	U+99AD
099B1099B1	馱	馱	U+99B1	U+99B1
099B4099B4	馴	馴	U+99B4	U+99B4
099B9099B9	馹	馹	U+99B9	U+99B9
099C1099EE	駁	駮	U+99C1	U+99EE
099C3099C3	駃	駃	U+99C3	U+99C3
099C4099B1	駄	馱	U+99C4	U+99B1
099C609A45	駆	驅	U+99C6	U+9A45
099D1099D1	駑	駑	U+99D1	U+99D1
099D2099D2	駒	駒	U+99D2	U+99D2
099DF099DF	駟	駟	U+99DF	U+99DF
099EA099EA	駪	駪	U+99EA	U+99EA
099EE099EE	駮	駮	U+99EE	U+99EE
099F1099F1	駱	駱	U+99F1	U+99F1
099FC099FC	駼	駼	U+99FC	U+99FC
099FE099FE	駾	駾	U+99FE	U+99FE
099FF099FF	駿	駿	U+99FF	U+99FF
09A0009A00	騀	騀	U+9A00	U+9A00
09A0109A01	騁	騁	U+9A01	U+9A01
09A0A09A0A	騊	騊	U+9A0A	U+9A0A
09A0B09A0B	騋	騋	U+9A0B	U+9A0B
09A0E09A0E	騎	騎	U+9A0E	U+9A0E
09A0F09A0F	騏	騏	U+9A0F	U+9A0F
09A1309A57	験	驗	U+9A13	U+9A57
09A2B09A2B	騫	騫	U+9A2B	U+9A2B
09A2D09A2D	騭	騭	U+9A2D	U+9A2D
09A3009A30	騰	騰	U+9A30	U+9A30
09A3509A35	騵	騵	U+9A35	U+9A35
09A4109A41	驁	驁	U+9A41	U+9A41
09A4509A45	驅	驅	U+9A45	U+9A45
09A4A09A4A	驊	驊	U+9A4A	U+9A4A
09A5509A55	驕	驕	U+9A55	U+9A55
09A5709A57	驗	驗	U+9A57	U+9A57
09A5A09A5A	驚	驚	U+9A5A	U+9A5A
09A6509A65	驥	驥	U+9A65	U+9A65
09A6609A66	驦	驦	U+9A66	U+9A66
09A6D099AD	驭	馭	U+9A6D	U+99AD
09A6E099B1	驮	馱	U+9A6E	U+99B1
09A6F099B4	驯	馴	U+9A6F	U+99B4
09A7109A45	驱	驅	U+9A71	U+9A45
09A72099B9	驲	馹	U+9A72	U+99B9
09A73099EE	驳	駮	U+9A73	U+99EE
09A77099DF	驷	駟	U+9A77	U+99DF
09A79099D2	驹	駒	U+9A79	U+99D2
09A7D099D1	驽	駑	U+9A7D	U+99D1
09A8409A55	骄	驕	U+9A84	U+9A55
09A8509A4A	骅	驊	U+9A85	U+9A4A
09A86099F1	骆	駱	U+9A86	U+99F1
09A8B09A01	骋	騁	U+9A8B	U+9A01
09A8C09A57	验	驗	U+9A8C	U+9A57
09A8F099FF	骏	駿	U+9A8F	U+99FF
09A9009A0F	骐	騏	U+9A90	U+9A0F
09A9109A0E	骑	騎	U+9A91	U+9A0E
09A9809A2D	骘	騭	U+9A98	U+9A2D
09A9C09A41	骜	驁	U+9A9C	U+9A41
09A9E09A2B	骞	騫	U+9A9E	U+9A2B
09AA509A65	骥	驥	U+9AA5	U+9A65
09AA609A66	骦	驦	U+9AA6	U+9A66
09AA809AA8	骨	骨	U+9AA8	U+9AA8
09AAD09AAD	骭	骭	U+9AAD	U+9AAD
09AB009AB0	骰	骰	U+9AB0	U+9AB0
09AB809AB8	骸	骸	U+9AB8	U+9AB8
09AB909AB9	骹	骹	U+9AB9	U+9AB9
09ABC09ABC	骼	骼	U+9ABC	U+9ABC
09AC809AC8	髈	髈	U+9AC8	U+9AC8
09AD209AD2	髒	髒	U+9AD2	U+9AD2
09AD409AD4	體	體	U+9AD4	U+9AD4
09AD809AD8	高	高	U+9AD8	U+9AD8
09AD909AD8	髙	高	U+9AD9	U+9AD8
09ADF09ADF	髟	髟	U+9ADF	U+9ADF
09AE309AE3	髣	髣	U+9AE3	U+9AE3
09AE409AF9	髤	髹	U+9AE4	U+9AF9
09AF909AF9	髹	髹	U+9AF9	U+9AF9
09AFB09AFB	髻	髻	U+9AFB	U+9AFB
09B0D09B0D	鬍	鬍	U+9B0D	U+9B0D
09B1A09B1A	鬚	鬚	U+9B1A	U+9B1A
09B1F09B1F	鬟	鬟	U+9B1F	U+9B1F
09B2309B23	鬣	鬣	U+9B23	U+9B23
09B2509B25	鬥	鬥	U+9B25	U+9B25
09B2509B2D	鬥	鬭	U+9B25	U+9B2D
09B2809B28	鬨	鬨	U+9B28	U+9B28
09B2A09B2D	鬪	鬭	U+9B2A	U+9B2D
09B2D09B2D	鬭	鬭	U+9B2D	U+9B2D
09B2E09B2E	鬮	鬮	U+9B2E	U+9B2E
09B2F09B2F	鬯	鬯	U+9B2F	U+9B2F
09B3109B31	鬱	鬱	U+9B31	U+9B31
09B3C09B3C	鬼	鬼	U+9B3C	U+9B3C
09B4209B42	魂	魂	U+9B42	U+9B42
09B4409B44	魄	魄	U+9B44	U+9B44
09B4809B48	魈	魈	U+9B48	U+9B48
09B4D09B4D	魍	魍	U+9B4D	U+9B4D
09B5A09B5A	魚	魚	U+9B5A	U+9B5A
09B6F09B6F	魯	魯	U+9B6F	U+9B6F
09B7409B74	魴	魴	U+9B74	U+9B74
09B8B09B8B	鮋	鮋	U+9B8B	U+9B8B
09B9109B91	鮑	鮑	U+9B91	U+9B91
09B9A09B9A	鮚	鮚	U+9B9A	U+9B9A
09B9C09B9C	鮜	鮜	U+9B9C	U+9B9C
09BA309BA3	鮣	鮣	U+9BA3	U+9BA3
09BA609BA6	鮦	鮦	U+9BA6	U+9BA6
09BAA09BAA	鮪	鮪	U+9BAA	U+9BAA
